;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Domingos;;;;;;;;
MAQ;Estado;Medida;Orden de Fabricación;Código PT;Descricpción;REFERENCIA;CANT. PEDIDO;SALDO POR ATENDER;STOCK;UM;FECHA DE EMISION;FECHA DE ENTREGA;RAZON SOCIAL;MARCA;VENDEDOR;DETALLE PRODUCTO;OBSERVACIÓN;Cantidad;U.M.;MT;TP;Inicio Prod ;COLORES;MATERIAL;GRAMAGE;ANCHO;ALTO;CILINDRO;PESO POR MILLAR;PESO REQUERIDO;CANTIDAD DE EMPAQUETADO;TIPO DE ETIQUETA;Horas preparación de máquina;Horas corrección;Horas de Producción;Horas de tabajo (maquina);Dias de la semana;Horas Estimadas;Horas sub total;Dia festivo;Horas totales de producción;Fin de ocupación-Calculado;Fin de Producción-Proyectado;Auxiliar;Fin de Producción;Tipo de Producción;Stock PT;Stock PT (UM);Orden;Columna1
14;;21x37x13;2604-8124;205012993;BOLSA PAPEL KRAFT #20 CHINA WOK  (PQT X 1000 UND);;;;;;;;;;;;;200;MIL;No aplica;No aplica;9/2/2026 0:00:00;ROJO PANTONE 485 C, VERDE PANTONE 2422C Y NEGRO;LINNER DUO;70;71;46;46;22.862;4572.400;01 PQT.;MEDIANA;MEDIANA;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;1875.891358;
14;;21x37x13;2604-8125;205012994;BOLSA PAPEL KRAFT #20 IMP. POPEYES (PQT X 1000 UND);;;;;;;;;;;;;;MIL;No aplica;No aplica;5/2/2026 0:00:00;NARANJA;LINER DUO;70;71;37;46;22.862;0.000;ETIQUETA CON QR;0;0;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;1876.391358;
14;;21X37X13;2604-0225;205013198;BOLSA PAPEL KRAFT #20 IMP. SAGUCHERIA PERUANA LA 5TA (01 COLOR);;5;5;5;MIL;10/04/2026;10/04/2026;SINESA S.A.;KRAFT 60 GR;MARIA PALACIOS;MAQ. 14 -VERDE;;5;MIL;No aplica;No aplica;10/2/2026 0:00:00;GCMI 34;KRAFT;73;71;37;46;23.842;119.209;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1876.891358;
14;;21x37.5x13;2604-0313      ;205012979;BOLSA PAPEL KRAFT 70 GR #20 IMP LA BURGUESERIA (4 CAR 4 COL);4 COLORES;5;5;0;MIL;13/04/2026;13/05/2026;ZARATE CARDENAS CHRISTOPHER PIERRE;KRAFT 70 GR;GISELLA SEGURA;;;5;MIL;No aplica;No aplica;12/2/2026 0:00:00;BLANCO,NEGRO,GCMI103 Y GCMI 75;KRAFT SAPPI;70;71;37;46;22.862;114.310;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1878.891358;
14;;21X37X13;2604-0323      ;205010751;BOLSA PAPEL KRAFT #20 IMP. LA SAZÓN DE MARIA (NEGRO);ultimo diseño;5;5;0;MIL;14/04/2026;4/05/2026;LA SAZON DE MARIA E.I.R.L.;KRAFT 60 GR;MARIA PALACIOS;;;5;MIL;No aplica;No aplica;13/2/2026 0:00:00;NEGRO;KRAFT SAPPI;70;71;46;46;22.862;114.310;1,000 UND.;MEDIANA;MEDIANA;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1879.891358;
14;;21X30X13;2604-0342      ;205051673;BOLSA PAPEL KRAFT BLANCO #20 ALTO 30 IMP. CHIFA YIYI C/ASA TWIST BLANCA + REF/ BASE (02 CAR - 03 COL);CHIFA YIYI 20 ALTO 30 (REFUERZO EN LA BASE) , S/2537, PIE IPM. VYG;10;10;0;MIL;14/04/2026;14/05/2026;INVERSIONES YUC LEN S.A.C.;KRAFT BLANCO 80 GR;MARGOT MARCHENA;MAQ 14 - #20 ALTO 30 (21 X 30 X 13) MISMO COLOR CHIFA YIYI + REFUERZO EN LA BASE;;10;MIL;No aplica;No aplica;14/2/2026 0:00:00;ROJO,NEGRO,VERDE;KRAFT BLANCO;80;71;30;39;22.152;221.520;0;0;0;1;2;#¡VALOR!;16;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Stock;0.00;0.00;1880.891358;
14;;21X37.5X13;2604-0435;205012672;BOLSA PAPEL KRAFT #20 IMP. RICOS (01 CARA - 02 COL);RICOS BC20, PIE DE IMP. VYG;10;10;0;MIL;17/04/2026;18/04/2026;A Y G RICO'S S.A.C.;KRAFT 60 GR;MARGOT MARCHENA;FLEXOGRAFIA-MAQ14-EL MISMO GUINDA DE SIEMPRE, VERDE PANTONE 4177U-IMP. RICOS (01 CARA - 02 COL);;10;MIL;No aplica;No aplica;15/2/2026 0:00:00;GUINDA / P 4177U;KRAFT;70;71;38;46;22.862;228.620;0;0;0;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;1881.891358;
14;;24x39x15;2604-8119;205012233;BOLSA VYG PAPEL LINER #25 SIN IMPRESIÓN;;;;;;;;;;;;;20;MIL;No aplica;No aplica;16/2/2026 0:00:00;NO APLICA;LINNER KRAFT;100;81;50;50;40.500;810.000;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;3/2/2026 17:46:22;Stock;0.00;0.00;1882.891358;
14;Por programar;21x27x13;2604-8120;205012884;BAG SHOPPER MT X 500 UND NVO.;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;ROJO Y NEGRO;KRAFT HOLMET;73;71;27;36;18.659;373.176;01 PQT. 100 UND. EDITAR CANTIDAD ;CHICA;CHICA;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 17:46:22;Stock;0.00;0.00;41;
14;Por programar;21x27x13;2604-8121;205012145;BAG SHOPPER CH X 500 UND;;;;;;;;;;;;;30;MIL;No aplica;No aplica;1/1/2026 0:00:00;VERDE CH Y ROJO;KRAFT HOLMET;73;71;36;36;18.659;559.764;01 PQT. CAMBIAR DESCRIPCION X 100 UND.;CHICA;CHICA;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 21:24:33;Stock;0.00;0.00;42;
14;Por programar;21x37x13;2604-8122;205012482;BOLSA VYG PAPEL KRAFT #20 - 50 GR;;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;NO APLICA;KRAFT;50;71;37;46;16.330;326.600;0;0;0;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 17:46:22;Stock;0.00;0.00;43;
14;Por programar;21X37X13;2604-8123;205012390;BOLSA VYG PAPEL KRAFT #20 - 70 GR MAQ 10;;;;;;;;;;;;;20;MIL;No aplica;No aplica;2/1/2026 0:00:00;NO APLICA;KRAFT;70;71;37;46;22.862;457.240;0;0;0;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;2/1/2026 17:46:22;Stock;0.00;0.00;45;
14;Por programar;21x37x13;2604-8124;205012993;BOLSA PAPEL KRAFT #20 CHINA WOK  (PQT X 1000 UND);;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;ROJO PANTONE 485 C, VERDE PANTONE 2422C Y NEGRO;LINNER DUO;70;71;46;46;22.862;457.240;01 PQT.;MEDIANA;MEDIANA;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 17:46:22;Stock;0.00;0.00;45;
14;Por programar;21x37x13;2604-8125;205012994;BOLSA PAPEL KRAFT #20 IMP. POPEYES (PQT X 1000 UND);;;;;;;;;;;;;20;MIL;No aplica;No aplica;1/1/2026 0:00:00;NARANJA;LINER DUO;70;71;37;46;22.862;457.240;ETIQUETA CON QR;0;0;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 17:46:22;Stock;0.00;0.00;46;
14;;24x39x15;2604-8126;205013202;BOLSA PAPEL KRAFT BLANCO 65 GR #25 MP. PICKADELI 2026;;3;3;7.8;MIL;5/08/2025;6/08/2025;MANQA INVERSIONES S.A.C.;KRAFT BLANCO 65 GR;VANESSA SANTILLANA;MAQ 14--FLEXO -(VERDE P 2257U) (CELESTE P 305U) (AMARILLO P 395U) NEGRO-;;30;MIL;No aplica;No aplica;1/1/2026 0:00:00;P 2257U/P 305U/P 395U/NEGRO;KRAFT BLANCO;65;81;39;51;26.852;805.545;0;0;0;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;1/1/2026 21:24:33;Stock;0.00;0.00;47;
14;;22X30X10;2604-8127;205011962;BOLSA PAPEL KRAFT #30 IMP. FALABELLA.COM (FALABELLA);;;;;;;;;;;;;30;MIL;No aplica;No aplica;2/1/2026 0:00:00;VERDE MATIZ Y BLANCO;KRAFT;60;68;39;39;15.912;477.360;100 UND.;CHICA;CHICA;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;7/1/2026 21:24:33;Stock;0.00;0.00;48;
14;;21x37x13;2604-8142;205020636;BOLSA PAPEL KRAFT #20 IMP. MR. SUSHI 2 COLOR (2026);;14;12;0;MIL;1/04/2026;6/04/2026;GRUPO SEVEN SEAS S.A.C.;KRAFT 70 GR;MARIA PALACIOS;MAQ. 14 -NEGRO Y BLANCO;NUEVO DISEÑO;24;MIL;No aplica;No aplica;3/1/2026 0:00:00;NEGRO;KRAFT ;70;71;37;46;22.862;548.688;0;0;0;1;2;#¡VALOR!;16;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Stock;0.00;0.00;49;
15;;10.5X20X7;2603-0074C;205013196;BOLSA PAPEL KRAFT #02 IMP. CAFÉ CABRERA (01 COLOR );SE ENVIA CLISSE BC2,BC12 Y FOTOLITO PARA LA BOLSA BC28 SERIGRAFIA;12;12;0;MIL;3/03/2026;28/03/2026;INDUSTRIAL CABRERA S.R.L.;KRAFT 50 GR;MARIA PALACIOS;MAQ. 2 -NEGRO;NUEVO DISEÑO;12;MIL;No aplica;No aplica;28/1/2026 0:00:00;NEGRO;KRAFT;50;38;20;23;4.313;51.750;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;360;
15;;10.5X20X7;2603-0297A;205011471;BOLSA PAPEL KRAFT #02 IMP. VICTORIA (01 COLOR);;40;40;0;MIL;10/03/2026;31/03/2026;INDUSTRIA  COMERCIALIZADORA SOLMA L&M S.A.C.;KRAFT 50 GR;GISELLA SEGURA;;;40;MIL;No aplica;No aplica;29/1/2026 0:00:00;ROJO;KRAFT;50;38;20;23;4.313;172.500;2,000 UND.;MEDIANA;MEDIANA;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;361;
15;;10.5X20X8;2602-0745      ;205012924;BOLSA PAPEL ANTIGRASA #2 IMP. PASTELORI (01COL) 2025;PASTELORI;12;12;0;MIL;27/02/2026;3/04/2026;AYBAR MAMANCHURA LUBIA NATALY;ANTIGRASA 45 GR;BETSY CERNA P.;MAQ 8- 01COL : GCMI 30 AZUL;;12;MIL;No aplica;No aplica;30/1/2026 0:00:00;AZUL GCMI 30;ANTIGRASA;45;38;20;23;3.881;46.575;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;362;
15;;10.5X20X7;2604-0153      ;205013203;BOLSA PAPEL KRAFT BLANCO 65 GR #2 MP. PICKADELI 2026;stock;15;15;0;MIL;8/04/2026;8/04/2026;MANQA INVERSIONES S.A.C.;KRAFT BLANCO 65 GR;VANESSA SANTILLANA;MAQ 8-(VERDE P 2257U) (CELESTE P 305U) (AMARILLO P 395U) NEGRO-BOLSA PAPEL KRAFT BLANCO 65 GR #2 MP. PICKADELI 2026 / EL HIGHLIGHT DE TU DÍA;;15;MIL;No aplica;No aplica;31/1/2026 0:00:00;P 2257U/P 305U/P 395U/NEGRO;KRAFT BLANCO;50;38;20;23;4.313;64.688;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;363;
15;;10.5X20X7;2603-0298B;205013018;BOLSA PAPEL KRAFT #02 IMP. 02 COLOR EL CAJAMARQUINITO;PRODUCIR;80;80;0;MIL;10/03/2026;9/04/2026;DIAZ ZAMORA EUFEMIA;KRAFT 50 GR;MARIA PALACIOS;MAQ. 8 -ROJO Y NEGRO;;80;MIL;No aplica;No aplica;31/1/2026 0:00:00;NEGRO, ROJO Y BLANCO;KRAFT;50;38;25;25;4.631;370.500;0;0;0;1;4;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Pedido;0.00;0.00;363;
15;;10.6x19.5x7;2604-0080;205013093;BOLSA PAPEL KRAFT 50 GR #02 IMP. EMPANADAS Y SALTEÑAS (1 CAR - 3 COL);nueva sede;20;20;0;MIL;6/04/2026;6/05/2026;DE LA RIVA PENDOLA GONZALO JUAN;KRAFT 50 GR;GISELLA SEGURA;;;20;MIL;No aplica;No aplica;1/2/2026 0:00:00;NEGRO, ROJO, AMARILLO;KRAFT;50;38;20;26;4.781;95.625;0;0;0;1;4;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Pedido;0.00;0.00;364;
15;;12.8X24X8;2512-8076;205011997;BOLSA PAPEL ANTIGRASA #04 IMP. DUNKIN DONUTS PQT X 1000 UND (NUEVO COD.);;;;;;;;;;;;;88;MIL;No aplica;No aplica;2/2/2026 0:00:00;NARANJA 165U, FUCSIA 206U;ANTIGRASA;45;44;31;31;5.970;525.393;01 PQT.;MEDIANA;MEDIANA;1;4;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Pedido;0.00;0.00;365;
15;;12.8X24X8;2603-0563      ;205012889;BOLSA KRAFT GRS #04 IMP. EL VALLE 03 COLORES;ya se tiene clisse kraft 65 grs;20;20;0;MIL;19/03/2026;8/04/2026;VARGAS REVILLA JORGE ISMAEL;KRAFT 65 GR;MARIA PALACIOS;MAQ 8- VERDE ROJO Y NEGRO;;20;MIL;No aplica;No aplica;4/2/2026 0:00:00;VERDE BK CLARO,NARANJA,NEGRO Y BLANCO;KRAFT HOLMET;73;44;30;30;9.527;190.530;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;367;
15;;12.8X24X8;2603-0760;205013214;BOLSA PAPEL KRAFT #04 IMP. ROSQUITOS BRUNING 04 OLORES;se envia clisse;50;50;0;MIL;27/03/2026;16/04/2026;FABRICA DE DULCES FINOS BRUNING SAC;KRAFT 65 GR;MARIA PALACIOS;MAQ. 15 -AZUL, NARANJA, NEGRO Y AMARILLO;;50;MIL;No aplica;No aplica;6/2/2026 0:00:00;0;KRAFT HOLMET;73;44;24;30;9.527;476.325;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;369;
15;;12.8X24X8;2603-0360A;205012662;BOLSA PAPEL KRAFT #04 IMP. SALAZAR UR. SANTA ROSA (03 CARA - MARRON);#8, #4 IMP SALAZAR, S/1548.75, SIN PIE DE IMP. NUEVO CLISSE PARA BC8;15;15;0;MIL;12/03/2026;11/04/2026;INVERSIONES LILABETH E.I.R.L.;KRAFT 60 GR;MARGOT MARCHENA;FLEXOGRAFIA-MAQ#5-DEBE TENER EL OCTOGONO SIN PIE DE IMPRENTA-IMP. SALAZAR UR. SANTA ROSA (03 CARA - MARRON);;15;MIL;No aplica;No aplica;7/2/2026 0:00:00;MARRON;KRAFT;60;44;30;30;7.830;117.450;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;370;
15;;13X24X7.8;2603-0889;205013216;BOLSA PAPEL KRAFT #04 IMP. HUALGAYOC (02 COLORES);ENVIA CLISE AZUL;10;10;0;MIL;31/03/2026;20/04/2026;GALVEZ VILLEGAS NELIDA;KRAFT 65 GR;MARIA PALACIOS;MAQ. 15  -ROJO Y AZUL;;10;MIL;No aplica;No aplica;9/2/2026 0:00:00;AZUL Y ROJO;KRAFT;73;44;24;30;9.527;95.265;0;0;0;1;4;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Pedido;0.00;0.00;372;
15;;12.8X24X8;2604-0003      ;205010334;BOLSA PAPEL KRAFT #04 IMP. LA CAJAMARQUINITA (03 COL);papel sappi;32;32;0;MIL;1/04/2026;16/04/2026;REPRESENTACIONES CERCRUZ S.A.C.;KRAFT 60 GR;MARIA PALACIOS;;PAPEL SAPPI;32;MIL;No aplica;No aplica;3/2/2026 0:00:00;ROJO ,NEGRO Y AMARILLO CUBRIENTE;KRAFT;60;44;30;30;7.830;250.560;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;366;
15;;0;2604-0163A;205013223;BOLSA PAPEL KRAFT 60 GR #04 IMP. D&P MARY (1 CARA 1 COLOR - ROJO);NUEVO ARTE (SE MODIFICO DIRECCIONES) SE ADJUNTA ARTE ;16;16;0;MIL;8/04/2026;29/04/2026;PICARONES MARY S.A.C.;KRAFT 60 GR;GISELLA SEGURA;FLEXOGRAFIA-IMP. D&P MARY 1 CARA 1 COLOR - ROJO-NUEVO DISEÑO COLOR ROJO;;16;MIL;No aplica;No aplica;5/2/2026 0:00:00;0;00:00;0;0;0;0;0.000;0.000;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;368;
15;;12.8X24X9;2604-0334A;205012609;BOLSA PAPEL ANTIGRASA 50GR. #04 IMP. CHIFA YIYI TIRAS DE WANTAN (01 CAR - ROJO);#6 WANTAN, #8 WANTAN, TIRAS DE WANTAN (FSC) MATERIAL CERTIFICADO S/1203.60;5;5;0;MIL;14/04/2026;14/05/2026;CHIFA YIYI S.A.C.;ANTIGRASA 50 GR;MARGOT MARCHENA;MAQ 08;;5;MIL;No aplica;No aplica;6/2/2026 0:00:00;ROJO-GCMI 74;ANTIGRASA;50;44;32;32;6.851;34.256;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;369;
15;;12.8X24X10;2604-0334B;205012608;BOLSA PAPEL ANTIGRASA 50GR. #04 IMP. CHIFA YIYI 8 WANTAN (01 CAR - ROJO);#6 WANTAN, #8 WANTAN, TIRAS DE WANTAN (FSC) MATERIAL CERTIFICADO S/1203.60;5;5;0;MIL;14/04/2026;14/05/2026;CHIFA YIYI S.A.C.;ANTIGRASA 50 GR;MARGOT MARCHENA;MAQ 08;;5;MIL;No aplica;No aplica;7/2/2026 0:00:00;ROJO-GCMI 74;ANTIGRASA;50;44;33;33;7.069;35.344;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;370;
15;;12.8X24X8;2604-0334C;205012607;BOLSA PAPEL ANTIGRASA 50GR #04 IMP. CHIFA YIYI 6 WANTAN (01 CAR - ROJO);#6 WANTAN, #8 WANTAN, TIRAS DE WANTAN (FSC) MATERIAL CERTIFICADO S/1203.60;10;10;0;MIL;14/04/2026;14/05/2026;CHIFA YIYI S.A.C.;ANTIGRASA 50 GR;MARGOT MARCHENA;MAQ 08;;10;MIL;No aplica;No aplica;8/2/2026 0:00:00;ROJO-GCMI 74;ANTIGRASA;50;44;31;31;6.634;66.338;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;371;
15;;12.8X24X8;2604-0423;205011169;BOLSA PAPEL KRAFT #04 IMP. KARITO 300 GR (4 COL);ULTIMO ARTE URGENTE Los fardos  embalar de 4 millares por favor, gracias.;40;40;0;MIL;16/04/2026;1/05/2026;INDUSTRIAS D·KRISS E.I.R.L.;KRAFT 60 GR;CPLANTA;;;40;MIL;No aplica;No aplica;9/2/2026 0:00:00;GUINDA MATIZ, AMARILLO CALENTADO, NEGRO Y BLANCO;KRAFT;60;44;30;30;7.830;313.200;2,000 UND.;MEDIANA;MEDIANA;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;372;
15;;12.8X24X8;2604-0468;205012096;BOLSA PAPEL KRAFT #04 IMP. KARITO - 500 GR (02 COLORES);ULTIMO ARTE URGENTE Los fardos  embalar de 4 millares por favor, gracias.;10;10;0;MIL;20/04/2026;5/05/2026;INDUSTRIAS D·KRISS E.I.R.L.;KRAFT 60 GR;CPLANTA;;;10;MIL;No aplica;No aplica;10/2/2026 0:00:00;GUINDA,,AMARILLO CALENTADO,NEGRO Y BLANCO;KRAFT;60;44;30;30;7.830;78.300;0;0;0;1;4;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;373;
15;;12.8X24X8;2604-8128;205011997;BOLSA PAPEL ANTIGRASA #04 IMP. DUNKIN DONUTS PQT X 1000 UND (NUEVO COD.);;;;;;;;;;;;;60;MIL;No aplica;No aplica;6/2/2026 0:00:00;NARANJA 165U, FUCSIA 206U;ANTIGRASA;45;44;31;31;5.970;358.223;01 PQT.;MEDIANA;MEDIANA;1;4;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Pedido;0.00;0.00;369;
15;;12.8X24X8;2604-8129;205011930;BOLSA PAPEL ANTIGRASA #04 IMP. WANTA (PQT X 1000);;;;;;;;;;;;;10;MIL;No aplica;No aplica;27/1/2026 0:00:00;PANT: 7621C,109C,1505C;ANTIGRASA;50;44;31;31;6.634;66.338;0;0;0;1;4;#¡VALOR!;8;0.00;#¡VALOR!;0.00;0.00;0/1/1900 0:00:00;0/1/1900 0:00:00;;0/1/1900 0:00:00;Pedido;0.00;0.00;359;
16;;11X10.5;2604-8018;205030894;SOBRE DE PAPA JR. BEMBOS PQTE X 4000 UND 2025;;;;;;;;;;;;;900;MIL;No aplica;No aplica;28/1/2026 0:00:00;AZUL(P286U),ROJO(P2347U),AMARILLO CALENTADO(P116U),;ANTIGRASA;38;24;11;21;1.915;1723.680;0;0;0;1;2;#¡VALOR!;8;#N/D;#¡VALOR!;#N/D;No;#N/D;#N/D;;#N/D;Pedido;0.00;0.00;360;
